Site,Year,Type,No_of_Sales,Median_Price,Mean_Price,lat,lon
Mansfield Shire,2014,House,132,295500,303887,-37.233352,146.1142253
Mansfield Shire,2014,Units/Apartment,32,284250,268011,-37.233352,146.1142253
Mansfield Shire,2014,Vacant House Block,43,130000,119732,-37.233352,146.1142253
Mansfield Shire,2013,House,121,300000,320991,-37.233352,146.1142253
Mansfield Shire,2013,Units/Apartment,22,246500,284108,-37.233352,146.1142253
Mansfield Shire,2013,Vacant House Block,38,127500,117932,-37.233352,146.1142253
Mansfield Shire,2012,House,148,279000,274598,-37.233352,146.1142253
Mansfield Shire,2012,Units/Apartment,25,295750,274450,-37.233352,146.1142253
Mansfield Shire,2012,Vacant House Block,48,92500,113281,-37.233352,146.1142253
Mansfield Shire,2011,House,133,263250,268874,-37.233352,146.1142253
Mansfield Shire,2011,Units/Apartment,36,234000,224097,-37.233352,146.1142253
Mansfield Shire,2011,Vacant House Block,92,89500,104813,-37.233352,146.1142253
Mansfield Shire,2010,House,166,234500,248326,-37.233352,146.1142253
Mansfield Shire,2010,Units/Apartment,30,238500,252460,-37.233352,146.1142253
Mansfield Shire,2010,Vacant House Block,67,115000,113842,-37.233352,146.1142253
Mansfield Shire,2009,House,124,215000,227144,-37.233352,146.1142253
Mansfield Shire,2009,Units/Apartment,35,249000,224828,-37.233352,146.1142253
Mansfield Shire,2009,Vacant House Block,55,103500,103662,-37.233352,146.1142253
Mansfield Shire,2008,House,84,196000,216397,-37.233352,146.1142253
Mansfield Shire,2008,Units/Apartment,38,230000,217184,-37.233352,146.1142253
Mansfield Shire,2008,Vacant House Block,50,94250,88039,-37.233352,146.1142253
Mansfield Shire,2007,House,142,227750,232490,-37.233352,146.1142253
Mansfield Shire,2007,Units/Apartment,25,250000,223749,-37.233352,146.1142253
Mansfield Shire,2007,Vacant House Block,68,85500,94445,-37.233352,146.1142253
Mansfield Shire,2006,House,114,207500,223365,-37.233352,146.1142253
Mansfield Shire,2006,Units/Apartment,30,245000,223103,-37.233352,146.1142253
Mansfield Shire,2006,Vacant House Block,68,83250,81113,-37.233352,146.1142253
Maribyrnong City,2016,House,934,818500,860920,-37.7950697,144.8841246
Maribyrnong City,2016,Units/Apartment,939,449500,466040,-37.7950697,144.8841246
Maribyrnong City,2016,Vacant House Block,23,375000,451500,-37.7950697,144.8841246
Maribyrnong City,2015,House,1020,730500,763341,-37.7950697,144.8841246
Maribyrnong City,2015,Units/Apartment,1122,445000,455719,-37.7950697,144.8841246
Maribyrnong City,2015,Vacant House Block,41,295898,293596,-37.7950697,144.8841246
Maribyrnong City,2014,House,1135,670000,700826,-37.7950697,144.8841246
Maribyrnong City,2014,Units/Apartment,1147,425950,436869,-37.7950697,144.8841246
Maribyrnong City,2014,Vacant House Block,78,282311,282402,-37.7950697,144.8841246
Maribyrnong City,2013,House,1107,602000,631861,-37.7950697,144.8841246
Maribyrnong City,2013,Units/Apartment,1085,401500,415064,-37.7950697,144.8841246
Maribyrnong City,2013,Vacant House Block,90,275786,278587,-37.7950697,144.8841246
Maribyrnong City,2012,House,925,567000,595804,-37.7950697,144.8841246
Maribyrnong City,2012,Units/Apartment,1031,410000,418924,-37.7950697,144.8841246
Maribyrnong City,2012,Vacant House Block,38,292600,335421,-37.7950697,144.8841246
Maribyrnong City,2011,House,969,570100,605862,-37.7950697,144.8841246
Maribyrnong City,2011,Units/Apartment,884,400000,418304,-37.7950697,144.8841246
Maribyrnong City,2011,Vacant House Block,14,232250,257850,-37.7950697,144.8841246
Maribyrnong City,2010,House,1036,605000,623619,-37.7950697,144.8841246
Maribyrnong City,2010,Units/Apartment,1185,410000,431211,-37.7950697,144.8841246
Maribyrnong City,2010,Vacant House Block,27,169000,220375,-37.7950697,144.8841246
Maribyrnong City,2009,House,1183,500000,529300,-37.7950697,144.8841246
Maribyrnong City,2009,Units/Apartment,1357,375000,391631,-37.7950697,144.8841246
Maribyrnong City,2009,Vacant House Block,163,160000,208284,-37.7950697,144.8841246
Maribyrnong City,2008,House,1073,460000,487018,-37.7950697,144.8841246
Maribyrnong City,2008,Units/Apartment,820,320000,340792,-37.7950697,144.8841246
Maribyrnong City,2008,Vacant House Block,56,238000,250609,-37.7950697,144.8841246
Maribyrnong City,2007,House,1570,430000,451956,-37.7950697,144.8841246
Maribyrnong City,2007,Units/Apartment,1145,315000,323401,-37.7950697,144.8841246
Maribyrnong City,2007,Vacant House Block,93,275000,265057,-37.7950697,144.8841246
Maribyrnong City,2006,House,1204,350000,375032,-37.7950697,144.8841246
Maribyrnong City,2006,Units/Apartment,704,237000,267827,-37.7950697,144.8841246
Maribyrnong City,2006,Vacant House Block,110,180750,199460,-37.7950697,144.8841246
Maroondah City,2016,House,1381,750000,786864,-37.80966,145.2590707
Maroondah City,2016,Units/Apartment,936,515000,537492,-37.80966,145.2590707
Maroondah City,2016,Vacant House Block,38,374500,435553,-37.80966,145.2590707
Maroondah City,2015,House,1628,695000,725632,-37.80966,145.2590707
Maroondah City,2015,Units/Apartment,1162,472000,492713,-37.80966,145.2590707
Maroondah City,2015,Vacant House Block,73,409000,425635,-37.80966,145.2590707
Maroondah City,2014,House,1525,600000,624075,-37.80966,145.2590707
Maroondah City,2014,Units/Apartment,1156,427250,442286,-37.80966,145.2590707
Maroondah City,2014,Vacant House Block,116,320500,340096,-37.80966,145.2590707
Maroondah City,2013,House,1459,532000,552657,-37.80966,145.2590707
Maroondah City,2013,Units/Apartment,1067,398000,408758,-37.80966,145.2590707
Maroondah City,2013,Vacant House Block,189,250000,274471,-37.80966,145.2590707
Maroondah City,2012,House,1277,490000,517072,-37.80966,145.2590707
Maroondah City,2012,Units/Apartment,925,371650,393877,-37.80966,145.2590707
Maroondah City,2012,Vacant House Block,117,275000,284438,-37.80966,145.2590707
Maroondah City,2011,House,1245,490000,517407,-37.80966,145.2590707
Maroondah City,2011,Units/Apartment,820,380444,402754,-37.80966,145.2590707
Maroondah City,2011,Vacant House Block,126,293250,298652,-37.80966,145.2590707
Maroondah City,2010,House,1400,520000,538848,-37.80966,145.2590707
Maroondah City,2010,Units/Apartment,916,381000,406177,-37.80966,145.2590707
Maroondah City,2010,Vacant House Block,100,320000,300286,-37.80966,145.2590707
Maroondah City,2009,House,1557,431000,456652,-37.80966,145.2590707
Maroondah City,2009,Units/Apartment,1133,340000,356599,-37.80966,145.2590707
Maroondah City,2009,Vacant House Block,145,280500,267150,-37.80966,145.2590707
Maroondah City,2008,House,1336,400000,427164,-37.80966,145.2590707
Maroondah City,2008,Units/Apartment,943,303000,323207,-37.80966,145.2590707
Maroondah City,2008,Vacant House Block,83,239000,258212,-37.80966,145.2590707
Maroondah City,2007,House,1614,375250,402219,-37.80966,145.2590707
Maroondah City,2007,Units/Apartment,1160,280000,294512,-37.80966,145.2590707
Maroondah City,2007,Vacant House Block,73,272000,252589,-37.80966,145.2590707
Maroondah City,2006,House,1369,330000,352233,-37.80966,145.2590707
Maroondah City,2006,Units/Apartment,931,253500,262922,-37.80966,145.2590707
Maroondah City,2006,Vacant House Block,77,200000,211779,-37.80966,145.2590707
Melbourne City,2016,House,320,1190000,1609693,-37.813611,144.963056
Melbourne City,2016,Units/Apartment,3899,526000,636478,-37.813611,144.963056
Melbourne City,2016,Vacant House Block,1,975000,975000,-37.813611,144.963056
Melbourne City,2015,House,354,1040500,1376299,-37.813611,144.963056
Melbourne City,2015,Units/Apartment,4678,511100,626206,-37.813611,144.963056
Melbourne City,2015,Vacant House Block,1,495000,495000,-37.813611,144.963056
Melbourne City,2014,House,385,915000,1283405,-37.813611,144.963056
Melbourne City,2014,Units/Apartment,7904,522000,586607,-37.813611,144.963056
Melbourne City,2014,Vacant House Block,1,515000,515000,-37.813611,144.963056
Melbourne City,2013,House,428,810000,1105689,-37.813611,144.963056
Melbourne City,2013,Units/Apartment,7527,515000,587401,-37.813611,144.963056
Melbourne City,2013,Vacant House Block,10,352500,414750,-37.813611,144.963056
Melbourne City,2012,House,344,739000,1013449,-37.813611,144.963056
Melbourne City,2012,Units/Apartment,5645,497000,558072,-37.813611,144.963056
Melbourne City,2012,Vacant House Block,6,445250,585333,-37.813611,144.963056
Melbourne City,2011,House,380,749999,1046724,-37.813611,144.963056
Melbourne City,2011,Units/Apartment,6435,500000,568428,-37.813611,144.963056
Melbourne City,2011,Vacant House Block,5,330000,524800,-37.813611,144.963056
Melbourne City,2010,House,321,800000,1041285,-37.813611,144.963056
Melbourne City,2010,Units/Apartment,7705,496000,571488,-37.813611,144.963056
Melbourne City,2010,Vacant House Block,7,347000,676785,-37.813611,144.963056
Melbourne City,2009,House,386,661000,904166,-37.813611,144.963056
Melbourne City,2009,Units/Apartment,5801,430000,498935,-37.813611,144.963056
Melbourne City,2009,Vacant House Block,7,269500,310717,-37.813611,144.963056
Melbourne City,2008,House,341,615000,886154,-37.813611,144.963056
Melbourne City,2008,Units/Apartment,5100,410000,484170,-37.813611,144.963056
Melbourne City,2008,Vacant House Block,2,258875,258875,-37.813611,144.963056
Melbourne City,2007,House,572,650000,922408,-37.813611,144.963056
Melbourne City,2007,Units/Apartment,6099,391500,521728,-37.813611,144.963056
Melbourne City,2007,Vacant House Block,6,328250,296083,-37.813611,144.963056
Melbourne City,2006,House,471,532500,767015,-37.813611,144.963056
Melbourne City,2006,Units/Apartment,4186,353000,442820,-37.813611,144.963056
Melbourne City,2006,Vacant House Block,14,260000,264121,-37.813611,144.963056
Melton City,2016,House,2345,400000,434842,-37.6881754,144.6533747
Melton City,2016,Units/Apartment,343,300000,310423,-37.6881754,144.6533747
Melton City,2016,Vacant House Block,1447,159000,187845,-37.6881754,144.6533747
Melton City,2015,House,2258,385000,410255,-37.6881754,144.6533747
Melton City,2015,Units/Apartment,376,273750,297836,-37.6881754,144.6533747
Melton City,2015,Vacant House Block,2040,183650,197855,-37.6881754,144.6533747
Melton City,2014,House,1945,380000,392768,-37.6881754,144.6533747
Melton City,2014,Units/Apartment,399,301500,313634,-37.6881754,144.6533747
Melton City,2014,Vacant House Block,1593,155000,186172,-37.6881754,144.6533747
Melton City,2013,House,1814,360000,378505,-37.6881754,144.6533747
Melton City,2013,Units/Apartment,398,265000,272519,-37.6881754,144.6533747
Melton City,2013,Vacant House Block,1406,184950,194752,-37.6881754,144.6533747
Melton City,2012,House,1687,353000,368430,-37.6881754,144.6533747
Melton City,2012,Units/Apartment,305,286000,290113,-37.6881754,144.6533747
Melton City,2012,Vacant House Block,1028,198000,200668,-37.6881754,144.6533747
Melton City,2011,House,1787,355000,367482,-37.6881754,144.6533747
Melton City,2011,Units/Apartment,276,271000,281119,-37.6881754,144.6533747
Melton City,2011,Vacant House Block,1338,185000,201102,-37.6881754,144.6533747
Melton City,2010,House,2175,335000,353389,-37.6881754,144.6533747
Melton City,2010,Units/Apartment,379,259000,288898,-37.6881754,144.6533747
Melton City,2010,Vacant House Block,2457,140000,163162,-37.6881754,144.6533747
Melton City,2009,House,2403,305000,315014,-37.6881754,144.6533747
Melton City,2009,Units/Apartment,423,250000,266789,-37.6881754,144.6533747
Melton City,2009,Vacant House Block,2399,125000,145761,-37.6881754,144.6533747
Melton City,2008,House,2165,285000,293178,-37.6881754,144.6533747
Melton City,2008,Units/Apartment,331,233700,240986,-37.6881754,144.6533747
Melton City,2008,Vacant House Block,2196,130000,136201,-37.6881754,144.6533747
Melton City,2007,House,2181,263000,270430,-37.6881754,144.6533747
Melton City,2007,Units/Apartment,278,215000,234915,-37.6881754,144.6533747
Melton City,2007,Vacant House Block,2871,129000,129940,-37.6881754,144.6533747
Melton City,2006,House,1409,255000,255902,-37.6881754,144.6533747
Melton City,2006,Units/Apartment,156,220000,223512,-37.6881754,144.6533747
Melton City,2006,Vacant House Block,1898,129000,131520,-37.6881754,144.6533747
Mildura Rural City,2016,House,971,247000,257213,-34.8621033,141.6834275
Mildura Rural City,2016,Units/Apartment,179,177500,192198,-34.8621033,141.6834275
Mildura Rural City,2016,Vacant House Block,175,95200,109493,-34.8621033,141.6834275
Mildura Rural City,2015,House,968,243025,253719,-34.8621033,141.6834275
Mildura Rural City,2015,Units/Apartment,195,160000,187872,-34.8621033,141.6834275
Mildura Rural City,2015,Vacant House Block,208,95000,103500,-34.8621033,141.6834275
Mildura Rural City,2014,House,934,225000,239282,-34.8621033,141.6834275
Mildura Rural City,2014,Units/Apartment,211,162250,179715,-34.8621033,141.6834275
Mildura Rural City,2014,Vacant House Block,181,87000,92161,-34.8621033,141.6834275
Mildura Rural City,2013,House,869,218600,230942,-34.8621033,141.6834275
Mildura Rural City,2013,Units/Apartment,225,148000,162513,-34.8621033,141.6834275
Mildura Rural City,2013,Vacant House Block,210,86000,92083,-34.8621033,141.6834275
Mildura Rural City,2012,House,731,210000,217860,-34.8621033,141.6834275
Mildura Rural City,2012,Units/Apartment,168,145000,164000,-34.8621033,141.6834275
Mildura Rural City,2012,Vacant House Block,200,83000,87182,-34.8621033,141.6834275
Mildura Rural City,2011,House,710,213000,222761,-34.8621033,141.6834275
Mildura Rural City,2011,Units/Apartment,103,150000,164815,-34.8621033,141.6834275
Mildura Rural City,2011,Vacant House Block,288,80000,87133,-34.8621033,141.6834275
Mildura Rural City,2010,House,768,210000,217377,-34.8621033,141.6834275
Mildura Rural City,2010,Units/Apartment,128,165000,177796,-34.8621033,141.6834275
Mildura Rural City,2010,Vacant House Block,188,81500,96732,-34.8621033,141.6834275
Mildura Rural City,2009,House,910,195000,205726,-34.8621033,141.6834275
Mildura Rural City,2009,Units/Apartment,170,155500,167717,-34.8621033,141.6834275
Mildura Rural City,2009,Vacant House Block,382,73500,82827,-34.8621033,141.6834275
Mildura Rural City,2008,House,794,192000,205642,-34.8621033,141.6834275
Mildura Rural City,2008,Units/Apartment,178,159975,170784,-34.8621033,141.6834275
Mildura Rural City,2008,Vacant House Block,190,78085,79856,-34.8621033,141.6834275
Mildura Rural City,2007,House,892,200000,213656,-34.8621033,141.6834275
Mildura Rural City,2007,Units/Apartment,199,160000,168505,-34.8621033,141.6834275
Mildura Rural City,2007,Vacant House Block,288,77500,84186,-34.8621033,141.6834275
Mildura Rural City,2006,House,869,190000,202941,-34.8621033,141.6834275
Mildura Rural City,2006,Units/Apartment,176,160000,161324,-34.8621033,141.6834275
Mildura Rural City,2006,Vacant House Block,350,80000,85636,-34.8621033,141.6834275
Mitchell Shire,2016,House,567,335000,344857,-37.1847484,145.0493375
Mitchell Shire,2016,Units/Apartment,93,275000,264908,-37.1847484,145.0493375
Mitchell Shire,2016,Vacant House Block,371,149000,160528,-37.1847484,145.0493375
Mitchell Shire,2015,House,529,317500,323619,-37.1847484,145.0493375
Mitchell Shire,2015,Units/Apartment,78,250000,261310,-37.1847484,145.0493375
Mitchell Shire,2015,Vacant House Block,386,149000,161522,-37.1847484,145.0493375
Mitchell Shire,2014,House,486,310000,313684,-37.1847484,145.0493375
Mitchell Shire,2014,Units/Apartment,75,241002,243121,-37.1847484,145.0493375
Mitchell Shire,2014,Vacant House Block,326,147000,150127,-37.1847484,145.0493375
Mitchell Shire,2013,House,435,308000,311318,-37.1847484,145.0493375
Mitchell Shire,2013,Units/Apartment,69,252000,239898,-37.1847484,145.0493375
Mitchell Shire,2013,Vacant House Block,331,149000,149136,-37.1847484,145.0493375
Mitchell Shire,2012,House,399,300000,304135,-37.1847484,145.0493375
Mitchell Shire,2012,Units/Apartment,71,250000,238156,-37.1847484,145.0493375
Mitchell Shire,2012,Vacant House Block,393,144000,144781,-37.1847484,145.0493375
Mitchell Shire,2011,House,424,295000,297770,-37.1847484,145.0493375
Mitchell Shire,2011,Units/Apartment,69,250000,246452,-37.1847484,145.0493375
Mitchell Shire,2011,Vacant House Block,470,145000,145552,-37.1847484,145.0493375
Mitchell Shire,2010,House,436,289250,293519,-37.1847484,145.0493375
Mitchell Shire,2010,Units/Apartment,80,249000,231770,-37.1847484,145.0493375
Mitchell Shire,2010,Vacant House Block,718,135000,137719,-37.1847484,145.0493375
Mitchell Shire,2009,House,452,252000,252734,-37.1847484,145.0493375
Mitchell Shire,2009,Units/Apartment,69,235000,216275,-37.1847484,145.0493375
Mitchell Shire,2009,Vacant House Block,667,118000,117474,-37.1847484,145.0493375
Mitchell Shire,2008,House,390,240000,238560,-37.1847484,145.0493375
Mitchell Shire,2008,Units/Apartment,62,213000,211189,-37.1847484,145.0493375
Mitchell Shire,2008,Vacant House Block,269,98000,104056,-37.1847484,145.0493375
Mitchell Shire,2007,House,506,230000,237455,-37.1847484,145.0493375
Mitchell Shire,2007,Units/Apartment,54,211000,426934,-37.1847484,145.0493375
Mitchell Shire,2007,Vacant House Block,221,109000,113410,-37.1847484,145.0493375
Mitchell Shire,2006,House,394,229500,232978,-37.1847484,145.0493375
Mitchell Shire,2006,Units/Apartment,52,190000,185106,-37.1847484,145.0493375
Mitchell Shire,2006,Vacant House Block,188,106600,113140,-37.1847484,145.0493375
Moira Shire,2016,House,466,255000,295910,-35.9897244,145.5801757
Moira Shire,2016,Units/Apartment,81,197000,207446,-35.9897244,145.5801757
Moira Shire,2016,Vacant House Block,132,109121,132109,-35.9897244,145.5801757
Moira Shire,2015,House,436,250000,267441,-35.9897244,145.5801757
Moira Shire,2015,Units/Apartment,70,205000,223121,-35.9897244,145.5801757
Moira Shire,2015,Vacant House Block,134,100000,111575,-35.9897244,145.5801757
Moira Shire,2014,House,365,236000,259650,-35.9897244,145.5801757
Moira Shire,2014,Units/Apartment,88,191000,225388,-35.9897244,145.5801757
Moira Shire,2014,Vacant House Block,145,89000,96196,-35.9897244,145.5801757
Moira Shire,2013,House,367,220000,247774,-35.9897244,145.5801757
Moira Shire,2013,Units/Apartment,93,187500,196537,-35.9897244,145.5801757
Moira Shire,2013,Vacant House Block,123,90880,105571,-35.9897244,145.5801757
Moira Shire,2012,House,326,235000,254040,-35.9897244,145.5801757
Moira Shire,2012,Units/Apartment,70,201750,207683,-35.9897244,145.5801757
Moira Shire,2012,Vacant House Block,112,87832,98569,-35.9897244,145.5801757
Moira Shire,2011,House,309,225000,258494,-35.9897244,145.5801757
Moira Shire,2011,Units/Apartment,76,180000,231528,-35.9897244,145.5801757
Moira Shire,2011,Vacant House Block,133,89000,99359,-35.9897244,145.5801757
Moira Shire,2010,House,313,235000,263514,-35.9897244,145.5801757
Moira Shire,2010,Units/Apartment,72,186750,208741,-35.9897244,145.5801757
Moira Shire,2010,Vacant House Block,158,95000,101675,-35.9897244,145.5801757
Moira Shire,2009,House,325,215000,240161,-35.9897244,145.5801757
Moira Shire,2009,Units/Apartment,105,189000,242080,-35.9897244,145.5801757
Moira Shire,2009,Vacant House Block,180,87987,91470,-35.9897244,145.5801757
Moira Shire,2008,House,295,210000,241074,-35.9897244,145.5801757
Moira Shire,2008,Units/Apartment,66,182500,212964,-35.9897244,145.5801757
Moira Shire,2008,Vacant House Block,183,80000,93215,-35.9897244,145.5801757
Moira Shire,2007,House,388,214500,258740,-35.9897244,145.5801757
Moira Shire,2007,Units/Apartment,105,205000,211845,-35.9897244,145.5801757
Moira Shire,2007,Vacant House Block,232,101000,119638,-35.9897244,145.5801757
Moira Shire,2006,House,402,200000,227481,-35.9897244,145.5801757
Moira Shire,2006,Units/Apartment,96,172500,189937,-35.9897244,145.5801757
Moira Shire,2006,Vacant House Block,208,78000,80715,-35.9897244,145.5801757
Monash City,2016,House,1883,1105000,1198353,-37.9015913,145.1155133
Monash City,2016,Units/Apartment,1110,670000,677540,-37.9015913,145.1155133
Monash City,2016,Vacant House Block,12,1052750,951833,-37.9015913,145.1155133
Monash City,2015,House,2609,1100000,1200441,-37.9015913,145.1155133
Monash City,2015,Units/Apartment,1571,640000,655227,-37.9015913,145.1155133
Monash City,2015,Vacant House Block,16,622500,712765,-37.9015913,145.1155133
Monash City,2014,House,2330,860000,964949,-37.9015913,145.1155133
Monash City,2014,Units/Apartment,1672,550000,582251,-37.9015913,145.1155133
Monash City,2014,Vacant House Block,33,580000,655632,-37.9015913,145.1155133
Monash City,2013,House,2115,750000,806610,-37.9015913,145.1155133
Monash City,2013,Units/Apartment,1550,526000,537544,-37.9015913,145.1155133
Monash City,2013,Vacant House Block,37,505000,530165,-37.9015913,145.1155133
Monash City,2012,House,1721,669000,717873,-37.9015913,145.1155133
Monash City,2012,Units/Apartment,1097,487500,507200,-37.9015913,145.1155133
Monash City,2012,Vacant House Block,41,348000,486162,-37.9015913,145.1155133
Monash City,2011,House,1686,678415,729682,-37.9015913,145.1155133
Monash City,2011,Units/Apartment,1232,475000,502710,-37.9015913,145.1155133
Monash City,2011,Vacant House Block,42,395000,462269,-37.9015913,145.1155133
Monash City,2010,House,1855,718000,764948,-37.9015913,145.1155133
Monash City,2010,Units/Apartment,1266,482609,493270,-37.9015913,145.1155133
Monash City,2010,Vacant House Block,26,387500,421559,-37.9015913,145.1155133
Monash City,2009,House,2056,615000,649848,-37.9015913,145.1155133
Monash City,2009,Units/Apartment,1385,450000,483158,-37.9015913,145.1155133
Monash City,2009,Vacant House Block,34,278450,327027,-37.9015913,145.1155133
Monash City,2008,House,1680,571350,602232,-37.9015913,145.1155133
Monash City,2008,Units/Apartment,957,406000,427264,-37.9015913,145.1155133
Monash City,2008,Vacant House Block,25,350000,366313,-37.9015913,145.1155133
Monash City,2007,House,2418,535300,568220,-37.9015913,145.1155133
Monash City,2007,Units/Apartment,1356,390000,423818,-37.9015913,145.1155133
Monash City,2007,Vacant House Block,76,285500,324519,-37.9015913,145.1155133
Monash City,2006,House,2227,430000,462161,-37.9015913,145.1155133
Monash City,2006,Units/Apartment,1021,350000,374513,-37.9015913,145.1155133
Monash City,2006,Vacant House Block,73,276000,275314,-37.9015913,145.1155133
Moonee Valley City,2016,House,1423,920000,1045878,-37.7465015,144.9061342
Moonee Valley City,2016,Units/Apartment,919,499000,528905,-37.7465015,144.9061342
Moonee Valley City,2016,Vacant House Block,28,410000,430447,-37.7465015,144.9061342
Moonee Valley City,2015,House,1669,840000,948136,-37.7465015,144.9061342
Moonee Valley City,2015,Units/Apartment,1114,492000,508574,-37.7465015,144.9061342
Moonee Valley City,2015,Vacant House Block,40,467500,523938,-37.7465015,144.9061342
Moonee Valley City,2014,House,1567,760000,841783,-37.7465015,144.9061342
Moonee Valley City,2014,Units/Apartment,1192,475000,494150,-37.7465015,144.9061342
Moonee Valley City,2014,Vacant House Block,73,418500,436553,-37.7465015,144.9061342
Moonee Valley City,2013,House,1503,710000,776087,-37.7465015,144.9061342
Moonee Valley City,2013,Units/Apartment,1183,465000,477742,-37.7465015,144.9061342
Moonee Valley City,2013,Vacant House Block,118,449000,454142,-37.7465015,144.9061342
Moonee Valley City,2012,House,1174,660750,741958,-37.7465015,144.9061342
Moonee Valley City,2012,Units/Apartment,876,460000,466779,-37.7465015,144.9061342
Moonee Valley City,2012,Vacant House Block,62,450000,474387,-37.7465015,144.9061342
Moonee Valley City,2011,House,1181,700000,782980,-37.7465015,144.9061342
Moonee Valley City,2011,Units/Apartment,900,470000,485506,-37.7465015,144.9061342
Moonee Valley City,2011,Vacant House Block,56,402500,447468,-37.7465015,144.9061342
Moonee Valley City,2010,House,1345,720000,802409,-37.7465015,144.9061342
Moonee Valley City,2010,Units/Apartment,1215,475000,488800,-37.7465015,144.9061342
Moonee Valley City,2010,Vacant House Block,78,370000,381348,-37.7465015,144.9061342
Moonee Valley City,2009,House,1357,582000,643143,-37.7465015,144.9061342
Moonee Valley City,2009,Units/Apartment,1122,411000,435855,-37.7465015,144.9061342
Moonee Valley City,2009,Vacant House Block,57,345000,346966,-37.7465015,144.9061342
Moonee Valley City,2008,House,1145,579000,636851,-37.7465015,144.9061342
Moonee Valley City,2008,Units/Apartment,1039,380000,385715,-37.7465015,144.9061342
Moonee Valley City,2008,Vacant House Block,46,327500,305344,-37.7465015,144.9061342
Moonee Valley City,2007,House,1585,522000,588301,-37.7465015,144.9061342
Moonee Valley City,2007,Units/Apartment,1146,340000,363646,-37.7465015,144.9061342
Moonee Valley City,2007,Vacant House Block,70,300250,322260,-37.7465015,144.9061342
Moonee Valley City,2006,House,1392,437500,483759,-37.7465015,144.9061342
Moonee Valley City,2006,Units/Apartment,859,310100,321621,-37.7465015,144.9061342
Moonee Valley City,2006,Vacant House Block,60,235000,242482,-37.7465015,144.9061342
Moorabool Shire,2016,House,436,355000,370299,-37.6334256,144.1720041
Moorabool Shire,2016,Units/Apartment,59,287000,275982,-37.6334256,144.1720041
Moorabool Shire,2016,Vacant House Block,243,147000,158496,-37.6334256,144.1720041
Moorabool Shire,2015,House,414,350000,369786,-37.6334256,144.1720041
Moorabool Shire,2015,Units/Apartment,47,280000,276063,-37.6334256,144.1720041
Moorabool Shire,2015,Vacant House Block,266,150000,154870,-37.6334256,144.1720041
Moorabool Shire,2014,House,401,338500,347179,-37.6334256,144.1720041
Moorabool Shire,2014,Units/Apartment,52,285500,291496,-37.6334256,144.1720041
Moorabool Shire,2014,Vacant House Block,277,142500,142036,-37.6334256,144.1720041
Moorabool Shire,2013,House,341,329000,331652,-37.6334256,144.1720041
Moorabool Shire,2013,Units/Apartment,49,294000,283758,-37.6334256,144.1720041
Moorabool Shire,2013,Vacant House Block,186,146900,150484,-37.6334256,144.1720041
Moorabool Shire,2012,House,310,320000,331893,-37.6334256,144.1720041
Moorabool Shire,2012,Units/Apartment,77,250000,247741,-37.6334256,144.1720041
Moorabool Shire,2012,Vacant House Block,212,142900,147702,-37.6334256,144.1720041
Moorabool Shire,2011,House,355,312000,324085,-37.6334256,144.1720041
Moorabool Shire,2011,Units/Apartment,80,274500,246883,-37.6334256,144.1720041
Moorabool Shire,2011,Vacant House Block,341,140000,145062,-37.6334256,144.1720041
Moorabool Shire,2010,House,414,305000,309345,-37.6334256,144.1720041
Moorabool Shire,2010,Units/Apartment,64,245000,240115,-37.6334256,144.1720041
Moorabool Shire,2010,Vacant House Block,523,118000,121895,-37.6334256,144.1720041
Moorabool Shire,2009,House,351,262500,274745,-37.6334256,144.1720041
Moorabool Shire,2009,Units/Apartment,92,220000,215622,-37.6334256,144.1720041
Moorabool Shire,2009,Vacant House Block,383,105000,109833,-37.6334256,144.1720041
Moorabool Shire,2008,House,339,240000,248512,-37.6334256,144.1720041
Moorabool Shire,2008,Units/Apartment,64,209500,213351,-37.6334256,144.1720041
Moorabool Shire,2008,Vacant House Block,207,97000,102186,-37.6334256,144.1720041
Moorabool Shire,2007,House,421,236000,257274,-37.6334256,144.1720041
Moorabool Shire,2007,Units/Apartment,60,177000,181676,-37.6334256,144.1720041
Moorabool Shire,2007,Vacant House Block,161,90000,98665,-37.6334256,144.1720041
Moorabool Shire,2006,House,282,225000,236845,-37.6334256,144.1720041
Moorabool Shire,2006,Units/Apartment,65,120000,162330,-37.6334256,144.1720041
Moorabool Shire,2006,Vacant House Block,149,98000,114131,-37.6334256,144.1720041
Moreland City,2016,House,1630,767750,824630,-37.7240653,144.9501708
Moreland City,2016,Units/Apartment,1781,465000,493982,-37.7240653,144.9501708
Moreland City,2016,Vacant House Block,23,325000,353125,-37.7240653,144.9501708
Moreland City,2015,House,1950,690000,734729,-37.7240653,144.9501708
Moreland City,2015,Units/Apartment,2149,460000,480754,-37.7240653,144.9501708
Moreland City,2015,Vacant House Block,46,429500,409903,-37.7240653,144.9501708
Moreland City,2014,House,1996,650000,678006,-37.7240653,144.9501708
Moreland City,2014,Units/Apartment,2435,445000,462294,-37.7240653,144.9501708
Moreland City,2014,Vacant House Block,91,365000,392287,-37.7240653,144.9501708
Moreland City,2013,House,1793,591000,624895,-37.7240653,144.9501708
Moreland City,2013,Units/Apartment,2111,435000,443330,-37.7240653,144.9501708
Moreland City,2013,Vacant House Block,105,415000,379119,-37.7240653,144.9501708
Moreland City,2012,House,1586,550000,578141,-37.7240653,144.9501708
